flightNumber,originIATA,destinationIATA,airline,aircraftID,year,month
98073,CAI,EBB,American,3Z8JML1S6EUM49773,2019,06
36405,STN,IST,American,NT7HRY2X19GG53044,2019,06
30236,FRA,EWR,Iberia,2HLV7CK2V8U211391,2019,06
27366,PLZ,NRT,Iberia,AGZ3YYAUR3SB57328,2019,06
22186,MIR,MIR,American,ZANG659KRERZ78644,2019,06
41143,TPE,TPE,British Airways,ELUJ5A22ZPWJ67360,2019,06
86797,FRA,DKR,British Airways,77G7B1USNZM213546,2019,06
81520,ADD,ACC,Emirates,KLS4D4FDWVX613394,2019,06
79353,CWB,VCP,LATAM,X1JXJXZ6HBC739391,2019,07
16849,DJE,MUN,Qatar,GBEMM414NWXT84437,2019,07
34320,CUN,AKL,Qatar,XVFLYAB28EYD81679,2019,07
18356,FLN,IAD,British Airways,TEXSYNB2JNFR42475,2019,07
58993,CTU,VIE,Emirates,YE7BAJ5SRXH960058,2019,07
46041,IST,MEX,Qatar,DRVPHZAWZEAZ46118,2019,07
32169,POM,DFW,Qatar,H0RF3FY1XWNU38724,2019,07
73510,ZRH,DKR,British Airways,U5D1AP5XNUN437558,2019,07
31184,DME,ADD,American,MVGD063VDJC750067,2019,07
10879,DUR,HBA,Qatar,ZYKMZWG1LPUW63262,2019,07
92974,HGH,DLA,LATAM,NWLU94479TNL91028,2019,07
93649,ADD,ZQN,LATAM,VDFBHFUTWYF884605,2019,07
36692,SAW,MNL,Qatar,PAP1X50MNEW035782,2019,07
79041,ALG,BCN,LATAM,32PLWAHRT8YV94757,2019,07
26564,ATL,BKK,Qatar,PVRR4AYGZDFF34760,2019,07
70992,ADD,VCP,LATAM,JXSF2JKGE0VE30133,2019,07
46643,SAW,DFW,Qatar,9DEJ6XGFUMED50911,2019,07
33156,MCO,FCO,American,0CK93GKJ6NWP21590,2019,07
57087,HKG,GDL,Emirates,R2FF73MTLTRM13941,2019,07
84445,ASP,NBO,American,JLD66WVH2KD993309,2019,07
29872,BWI,DXB,Emirates,U3SR3J1A5KLF95176,2019,07
98482,SSH,SEA,Emirates,TFY00LJMKDEH33542,2019,07
63361,FOR,HTI,Iberia,ST6K576KVYL938399,2019,07
47773,POA,POA,Qatar,YYG4T6DR68CW37628,2019,07
14611,FOR,PMR,Qatar,RSAZPHNRCNT399586,2019,07
79244,ABV,ZQN,Emirates,CX6U54N86JYS36359,2019,07
82810,LIM,ZQN,Emirates,5X6ZEZT4S5SN84327,2019,07
51332,BOS,GRU,Iberia,NDMMUPX2NDZ612630,2019,07
67873,WLG,PHL,Emirates,50V3EAD0N8JZ30393,2019,07
94498,ADL,AGA,Emirates,2035SPY5ZGHF79173,2019,07
39474,LAX,BEL,American,34ZJ4ME710RD90006,2019,08
59376,ATH,HEL,British Airways,XGZTY6SJ59SA27858,2019,08
25222,IST,GIG,American,A3JN91KKKVYD50031,2019,08
48343,NTL,SZX,British Airways,DUMU78HHA4FG97820,2019,08
51178,BKK,ORL,American,PXAZMWHE5BLF41797,2019,08
22403,DCA,KRT,Iberia,2CZVNXNPETGR16435,2019,08
26791,KMG,LAS,Qatar,CP140UG1Z2XW14794,2019,08
15937,DEL,FCO,Qatar,CJBL8L61Z9MD31933,2019,08
78900,DUB,ZQN,American,5FWGRP7ZFSRG97209,2019,08
95165,CJU,AGP,Qatar,42DU311TY4LX57012,2019,08
72674,SLC,NRT,Qatar,WFAZ13YU79D366235,2019,08
16697,CDG,CNF,American,U6VM7DGEBKNV10427,2019,08
21621,MIR,KTA,Emirates,1CUEHVJ7FTZM55005,2019,08
37397,CBR,MAN,American,HXBWSARTYWWA27950,2019,08
39919,DUR,MIA,Qatar,2GNUSB7NJ4WD22765,2019,08
34696,LST,SIN,Iberia,WB5W3168Z2JD47781,2019,08
47595,CMN,NRT,Iberia,SU5JN5HSN5VD71283,2019,08
91911,ACC,LST,British Airways,4BFJ6ZJ277S151277,2019,08
48854,LIS,CHC,Iberia,ZXFW1F1YZ2P229958,2019,08
58098,DOH,LHR,American,U2LH88PSBLG177894,2019,08
18287,GDL,MDW,Qatar,BAJGX8ZZUPGH72243,2019,08
46079,HND,JFK,Emirates,L8SWHSS69SDZ86131,2019,08
75681,AMS,KTA,Iberia,7T2L0KLF0LCM37183,2019,08
37185,DFW,DJE,LATAM,WBZJ2STH89TD65572,2019,08
88992,CGH,FOR,Qatar,JZYSU2UNDJRW47852,2019,08
78937,DRW,HND,American,2F5W5NH494KP24630,2019,08
18505,DUS,DUB,LATAM,04394Y4Y8WEB94131,2019,08
17787,CUZ,PHX,British Airways,K6LX2APL73TF75100,2019,08
32604,EBB,TPE,British Airways,PC75WRZGLAKK20956,2019,08
14597,MXP,ABJ,Iberia,RBBBKXTPG9YH62707,2019,08
94612,DOH,ORL,LATAM,P2C2E7XM6PJG93053,2019,09
97432,MUC,ADD,Iberia,7E2YLT1G2KLD64750,2019,09
67561,CHC,MEL,Iberia,628PL380SYCR99092,2019,09
34785,NAN,ORD,American,DD5ANFGB9KUA87865,2019,09
98217,KUL,DUB,Iberia,BJFCED1YR5TP63612,2019,09
60540,AYT,ORL,American,VLR7370ZRHXU88969,2019,09
49120,ZRH,MEX,Qatar,G1ZYCB86BWG719118,2019,09
54761,ALG,MCY,British Airways,6S95FH4WUZK556443,2019,09
41301,CNF,AKL,Iberia,DSSLFLJ6TZGH46176,2019,09
86393,LOS,BWI,Iberia,ZDLVF2L9FTXG58262,2019,09
80270,PHL,CGK,Iberia,0SZ8URP0K7Z751888,2019,09
16688,JNB,ACC,Emirates,2WJXAD5DHCGD79471,2019,09
45482,PMR,ARN,LATAM,XW89MXGD4ZWD53968,2019,09
73040,ATL,ORD,Qatar,5U89PT0920EL45778,2019,09
34633,LGW,KRT,Iberia,M6R802KT0FLN60887,2019,09
41091,MIA,CUZ,Emirates,CYBHN6L52ST879126,2019,09
75225,TUN,CTU,Emirates,5J4T34WRKAWM42861,2019,09
22441,NPE,BNE,LATAM,BHVFML43VHE678377,2019,09
40794,ABJ,MKY,Emirates,4JVWXJ8BJ9SG87218,2019,09
65363,DKR,SAN,Qatar,4ASRSN65D7VM66823,2019,09
61692,AKL,GIG,LATAM,83Z5VYACK2MM87599,2019,09
51302,ABV,SIN,Emirates,YF4UG493WKMJ88909,2019,09
33927,DEN,LAD,Qatar,8TZDE195EATP57172,2019,09
28749,NAN,ACC,Emirates,66YGGRTPK3AT50316,2019,09
23987,GDL,REC,American,MVS4EM9G0BHM96803,2019,09
65937,SEA,KRT,LATAM,DZJVCSLJ96MK97071,2019,09
56820,NPE,AEP,Qatar,YNMH1N7RUDBW72923,2019,09
50062,GRU,GDL,British Airways,KWK90N3LS2TW87991,2019,09
86956,DUD,TUN,Qatar,ZFJCZ7T3PZAG51043,2019,09
39467,CWB,NRT,Qatar,E51X50CW2YY530702,2019,09
21996,SSA,TSV,British Airways,JV6M511PR2UN91113,2019,10
10123,PLZ,RAK,Emirates,D7RPCSZ0Y0G061700,2019,10
18530,NKG,VIE,Qatar,49BMZ8V9DMJK67785,2019,10
90536,DAR,EBB,Emirates,J93N60F2NCLH88469,2019,10
45327,CWB,DUD,Emirates,01K86G4M6MF581538,2019,10
73613,SGN,CPT,Emirates,8Y9DJP458YPF82138,2019,10
41673,TIJ,IST,LATAM,YF7DWNZPA4Z096997,2019,10
61281,NBO,CAI,Iberia,GEYSYRNUZYZ573430,2019,10
70309,ICN,PMI,LATAM,KYYLB35DM8P917522,2019,10
99387,CAI,HKG,LATAM,YGLLEXKJB7K635251,2019,10
68159,MXP,JED,Qatar,TC0RKY0HSYYJ76662,2019,10
74616,GIG,MEX,Qatar,71SBUL7ER3GV25892,2019,10
91458,LAD,ALG,Qatar,X1H9DSYE4PSC65641,2019,10
50744,CKG,ORD,British Airways,7UTFL31ZH4XV94504,2019,10
44612,HND,BWI,LATAM,S9ZA1Y07Z8NX50710,2019,10
71744,EZE,OOL,Emirates,PZUVWMD7YSV945818,2019,10
67322,GIG,AYT,Iberia,7U06125H6JJU91092,2019,10
53414,DKR,DME,American,R9059K96SHWX84764,2019,10
89530,NBO,ATL,Iberia,7VGTYUVYLCZP78702,2019,10
11147,KRT,LAD,Qatar,P4KYRLR25ZSJ87557,2019,10
18516,DUB,MTY,Emirates,ZCP1CXRE16BE66035,2019,10
27123,EBB,EWR,Iberia,3ABZ5RP11AWV60178,2019,10
25374,RAK,DFW,American,U601P1X4EDAP86031,2019,10
40932,CNF,ZQN,Qatar,NVWRTBYHSYG774717,2019,10
92876,ARN,AYT,Emirates,BZ5RXXRU8GG012650,2019,10
23912,DUD,DTW,Iberia,UTPPUYJ269E819767,2019,10
36188,CBR,NSN,British Airways,G3K4KWLBSUFK12460,2019,10
22785,EBB,SLC,American,1UU15JF8WMF499981,2019,10
47345,ABJ,ROK,American,228L2R0NP9HM76933,2019,10
10551,GDL,SGN,Iberia,N7F3ZBLMBVET89988,2019,10
41546,VCP,REC,British Airways,UKFCJKPGASLR40274,2019,11
72396,KUL,YVR,British Airways,SJHXM4ZWPMTR54368,2019,11
74144,CBR,SEA,Iberia,W16SDJ8WTLES14396,2019,11
24005,OOL,ICN,British Airways,2SWW5SPM45SW51101,2019,11
30989,TSV,CWB,LATAM,M5F383L9M2KW55361,2019,11
85341,DUR,HEL,LATAM,FG27YYBZXYCJ31550,2019,11
56947,CBR,DUD,LATAM,DRK1VACMSXFV55827,2019,11
30622,GIG,MUC,British Airways,RZWZJVY0X9B526473,2019,11
52827,BRU,POA,Qatar,TCTLU2YVM1DA26539,2019,11
35665,CGH,CWB,LATAM,P0YM7ACHYKT136185,2019,11
76483,JFK,CLT,Qatar,ALJLGSN06JPL59487,2019,11
64233,MNL,ORL,Qatar,DX5BPRRU30SY21470,2019,11
87686,DEL,DRW,Emirates,6SW9T00JMEGE43517,2019,11
20410,CLT,SYD,LATAM,16NRU6MVH2M854607,2019,11
69492,PEK,KUL,British Airways,BTZ23BP40NSU74450,2019,11
70067,MSP,HBA,American,XC9JRBE0LLUX82609,2019,11
41906,SYD,CUZ,Iberia,TRSE5UE70HL017712,2019,11
17032,YYZ,LGW,British Airways,SR5DRX4C8MA869114,2019,11
85219,SIN,AYT,Qatar,8G4974JJDZPH60298,2019,11
23279,DOH,RUN,Iberia,DAXWP92APPC319752,2019,11
49600,JNB,ALG,American,X5AEXGX90BVR60343,2019,11
19901,AMS,LGW,Emirates,CT0EBYFJCHTJ19737,2019,11
78850,DFW,BOM,British Airways,268C0A0TYMSM15535,2019,11
33324,DUR,PMI,Qatar,E0KD3PKX27NT74647,2019,11
95767,SVO,ROK,Emirates,5EFB14U3E3YB29670,2019,11
10056,PTY,ORN,Emirates,44NEY3486DPV96212,2019,11
75560,KMG,SGN,American,32SZH8PKVHP847202,2019,11
45681,NBO,SYD,LATAM,FACLPNW98BY664820,2019,11
36759,KMG,CHC,Iberia,MDJ43MXZ65E637259,2019,11
48055,HBE,ZRH,American,UA13BFJS7PTM83655,2019,11
50367,LGA,RAK,Iberia,DPCDF5155UDX97626,2019,12
80005,STN,ATH,LATAM,0GG8H4G2B1X167393,2019,12
14981,STN,AEP,Emirates,FEX7HYMKFXA495443,2019,12
43357,SAW,FLN,American,KT4ENS71URFJ21317,2019,12
26852,LAD,OOL,Emirates,SPPZETZMTAXJ13457,2019,12
87249,ORL,MUN,Iberia,0ZRCGH0VDFHL28436,2019,12
74182,AGA,DUD,Qatar,4YX42LKHPGFL26217,2019,12
63639,ORN,ZQN,British Airways,GYFV7HCKYABY29314,2019,12
30422,AKL,AEP,Qatar,S1R5DH0DHPXM47024,2019,12
73303,TIJ,SCL,Iberia,Y1VCV5PWRNLK80147,2019,12
20311,DXB,SFO,LATAM,ZXKNXAG0L7GT86088,2019,12
15550,PVG,PMR,Iberia,AUCGW8V3AUBH69969,2019,12
65362,MCO,EWR,Iberia,R22VMFTU6PK499804,2019,12
36067,DUS,ORN,Qatar,WGL2VD5RHESU19710,2019,12
10903,EBB,CHC,British Airways,W51SHZ6A81SV10511,2019,12
59687,FLL,CBR,American,1RVKNVLZ38S712162,2019,12
76935,XIY,NKG,Emirates,5KHM8RN1NLJU97663,2019,12
62194,SAW,DEN,LATAM,P6G3MM8UT4XW46629,2019,12
50346,GRU,AKL,Iberia,4KEFGWFSLMR912186,2019,12
32992,KMG,NAN,Iberia,ABC4PFZ2PCP656911,2019,12
27552,REC,SFO,Qatar,VS9GDUSE7YE345271,2019,12
11244,POA,HBE,Qatar,C2CY5W81G9JS90858,2019,12
90608,ORL,CUN,Qatar,H6XJLLC79TX092246,2019,12
36776,AEP,TSV,American,H9LVB1ZHR5R711396,2019,12
63147,SHA,CGK,LATAM,T17PTHZ269YR77588,2019,12
89045,TUN,FRA,Qatar,P93BLCDHGTKC38426,2019,12
75358,EWR,LHR,LATAM,ZTY4C6EMK5GP82004,2019,12
59323,FLL,DKR,LATAM,99M2F8UNWDRG17347,2019,12
12794,ADL,FOR,Qatar,W2Z8AC1UU9D238575,2019,12
82369,PEK,BOM,Qatar,MPLMJB50M5P772288,2019,12
95658,EBB,BEL,Iberia,F24DNZ29NGFT64497,2020,01
96688,LIS,CWB,British Airways,M6GC9VARS5X376346,2020,01
87473,MIR,GYN,Iberia,5T5T619Z5WVF92654,2020,01
78624,DXB,ROK,Emirates,593721NG26R080199,2020,01
96345,BNE,HKG,Qatar,BA73H8SPFHGE27245,2020,01
21850,PTY,SJO,American,7N684GJ4WBUF72063,2020,01
44442,IAH,FLL,British Airways,824799JF37NT32318,2020,01
83918,AKL,HBE,Iberia,ZZPHXWP62FDA43998,2020,01
59967,DOH,MCY,American,0VYRU9PDJMW957244,2020,01
69902,ASP,HEL,Emirates,F6YMR3K5W9Y680929,2020,01
88737,BKK,MIA,Emirates,6CLKYC7MUZFL69528,2020,01
26850,HND,BOG,American,YVRML6L757J464369,2020,01
68536,CDG,KRT,British Airways,YBFN06T4SYR842115,2020,01
41733,DAR,JNB,Qatar,TKD950XRGTAM76742,2020,01
33597,ORN,KRT,American,ZS02ZSZRXLZH13321,2020,01
95942,TXL,AMS,Iberia,H7HRVN6XFVWP45884,2020,01
39001,VCP,CJU,Iberia,V9NK6KN914NU30396,2020,01
22201,HTI,KTA,British Airways,90DKURLPLNFA65115,2020,01
87668,ICN,ADD,Emirates,UGGUZVR97VJL47314,2020,01
82937,LHR,DRW,LATAM,8J39KXXND3BP55844,2020,01
28603,PMR,VCP,American,YW339LXZHRW822792,2020,01
23936,ORN,MUC,Qatar,K7TGL1ZE7XAP60720,2020,01
20084,CMN,MRU,American,YE2967V8N6NM22942,2020,01
33703,BEL,DTW,LATAM,U6VMXYGS9YZD82156,2020,01
80401,POM,BNE,Emirates,P111SGVR4AFT17730,2020,01
57123,HTI,HND,American,Z250WPX1ZUV452372,2020,01
85065,SZX,LAX,Iberia,8F08V4GTAZK477785,2020,01
74640,SSA,VIE,British Airways,JA3F4UENGJV226204,2020,01
70626,ZRH,TIJ,American,95D0EXFSC2T696190,2020,01
76267,CJU,MXP,American,HWR0SK4MGXWV14024,2020,01
63013,MUN,HEL,British Airways,GCNEEFDKSYZT92331,2020,02
72762,BOS,LGW,Iberia,T6LM08TFJ2MA47835,2020,02
25393,BEL,CBR,Iberia,8UW21NUT86T836442,2020,02
70212,FCO,PER,American,CTP9HD3D4KU296973,2020,02
60442,LOS,AYT,LATAM,VN3V5X3TBEC283913,2020,02
94487,PHX,BSB,Qatar,D7BE2AC7JMBS74656,2020,02
62580,HTI,SVO,American,ZVLCY65ZYHHK87388,2020,02
80864,AGP,FLN,LATAM,ZNXGLAMW9RTZ51929,2020,02
61666,VCP,SAN,British Airways,MGKC848K9UZP13980,2020,02
54962,DME,MTY,British Airways,W7D1RFBV1EK485461,2020,02
94860,ADD,BOG,American,VREZN5KVY7M831609,2020,02
54209,BSB,PHX,American,V7V1AKBL8XZ986805,2020,02
51224,YYZ,PHE,British Airways,EXFDT1ZP2SMA10113,2020,02
37343,BSB,CAN,British Airways,K3NP0LNY8PM427497,2020,02
96176,HEL,SGN,British Airways,50FDLDNBBRP926306,2020,02
91609,DME,MCY,LATAM,YXP42XY05UGB25268,2020,02
48473,KTA,DME,British Airways,50EBEMKTGYAG32933,2020,02
94113,ADD,PHX,Iberia,1GYFWKVBGYM614021,2020,02
79626,POM,CGH,LATAM,6AC9TN0885G428306,2020,02
70325,DMK,MUN,Iberia,3Y8S2P7NJSHA20451,2020,02
32277,WLG,GDL,Emirates,LN0DNYAT0GJA97126,2020,02
45747,ACC,AGP,British Airways,506CD2EVM7N910725,2020,02
73252,LIM,CUN,Emirates,S7AXEZH0MDD090629,2020,02
45687,PHE,SCL,British Airways,7X40LJGNKSSB21826,2020,02
96285,BSB,DOH,Qatar,6Z570TT0U0NE72599,2020,02
26053,HBE,BCN,American,267C950917BW25372,2020,02
57170,POA,PEK,LATAM,PTG7KYCTTHVU88519,2020,02
51112,NPE,SLC,LATAM,4BE95LPAB6ZV18325,2020,02
79453,CWB,PMR,Iberia,13HS3M5EGPS311427,2020,02
82612,NAN,DUR,Iberia,KPTX8UHFMCAE28381,2020,02
84753,HND,GDL,LATAM,SBG4KNKJH7GN14321,2020,03
89185,REC,CDG,Emirates,C152ZMDHJTP425906,2020,03
40584,SEA,HBE,Iberia,VD9YZLG5L6W553258,2020,03
28489,EBB,SSH,Qatar,ULBFGSP4XEWC88862,2020,03
68023,BRU,ADL,LATAM,U0JRY6SC8TX635851,2020,03
23993,DCA,CDG,Iberia,SJNZYATVFUKD27495,2020,03
54560,LAS,DEL,British Airways,M8CXTEVYSPP282476,2020,03
60171,VCP,SJO,Qatar,U6U47D2BUCN962939,2020,03
80535,DCA,EZE,Iberia,WS05VTKJJ5CS81929,2020,03
84867,VCP,SHA,Emirates,8R43UA1L25UW18993,2020,03
45597,PMR,JED,LATAM,S9SF3X9GVXSC43875,2020,03
36062,OOL,MCY,American,ANGAGL6FTXK174685,2020,03
31897,KMG,CKG,Emirates,TV0T819MXBZ796496,2020,03
56854,YYZ,WLG,Iberia,Y03AY3AE80Y759292,2020,03
84293,GDL,CWB,Qatar,000PGPZAZJYZ91688,2020,03
55668,EWR,DOH,LATAM,UX9STBKV4XX076230,2020,03
70713,DCA,CUZ,Emirates,UGD69TAG0JZ260533,2020,03
71680,BKK,DOH,British Airways,TM586NZWE4U262020,2020,03
83706,LAX,HBE,LATAM,73WSN33GTDXR78278,2020,03
30403,ASP,CNS,British Airways,VMPRE92GWBJW85799,2020,03
63138,OOL,TUN,American,K2DTPAZUXUDW12177,2020,03
25559,CJU,JFK,LATAM,TX1J73LKU5E672229,2020,03
96509,DXB,DAR,Qatar,FEHL933533AM71207,2020,03
76245,BOG,ZRH,American,CVSYTLB8P4HU92633,2020,03
45761,ABV,KRT,Iberia,P9903C6J2BAC28756,2020,03
33295,DUR,SYD,Emirates,KT6502TVDMGB99945,2020,03
45093,AEP,ORN,Iberia,71SNZ32L58G970229,2020,03
37127,SVO,VCP,Qatar,E6HXC0T78CNM79378,2020,03
18985,AGA,BOS,Emirates,96YMDJNNMMNZ94533,2020,03
95219,HKG,HBE,Qatar,HX7E6MJYJNGB49891,2020,03
80934,FRA,CMN,Iberia,2ZKFGR93PUWC63110,2020,04
84466,HEL,HRG,British Airways,TBB2XU866CUB63271,2020,04
56387,ATL,SAW,Qatar,FKYZ6379K4JW89884,2020,04
71157,FRA,NAN,Emirates,6E12WZDB7NH518265,2020,04
31752,DXB,AYT,Emirates,Y4TJ2PT1CEWD62154,2020,04
66401,MEL,TUN,Emirates,CNMYZNE7G6J032144,2020,04
28197,CAI,TXL,Iberia,2G15ANZT4BNC97181,2020,04
63046,RUN,MRU,Qatar,6ZMAXTC3W3XE99698,2020,04
17033,JNB,CJU,Qatar,F5DY5ZXR87UY17500,2020,04
53662,CUZ,NBO,Qatar,25SL4LNAY2MT17317,2020,04
69449,SVO,CTU,Emirates,GZSTHMTZSUAC61293,2020,04
21255,LGW,SSA,LATAM,R6G71XUEG9BX46472,2020,04
35695,HBE,ROK,American,DBF0YRC0UJH830423,2020,04
93640,MKY,DCA,LATAM,HLE2DR789ZES74612,2020,04
29081,DAR,PHE,Iberia,UNXU5CRH04DD29050,2020,04
99640,BWI,LGA,Qatar,HLW1GJTCJ6GH84161,2020,04
21954,FRA,CKG,Emirates,L096MB2L12H210753,2020,04
26963,DUD,ORD,Qatar,3EWKYFA3MLLD36093,2020,04
48527,STN,TIJ,American,JYD3AFSP67JU77114,2020,04
68651,SZX,AMS,Iberia,NL7YPY5T2RK017502,2020,04
78833,PVG,MAN,Iberia,62GL1PU26CY985972,2020,04
14445,CNS,PER,LATAM,ZPB8SW3EK5T865036,2020,04
97090,NRT,CAI,Qatar,PCCTH8LBH3BV42665,2020,04
35618,CUZ,FCO,American,4W32BFHL97T597513,2020,04
43296,CPT,CMN,LATAM,9RVKMB1T6CJC42734,2020,04
82202,CAN,HND,British Airways,C7KPH56UTBM381444,2020,04
48165,BOS,IST,American,TCWJGCA5VBBE22137,2020,04
94296,NTL,PMR,Emirates,GLGB1NSSVWPN48722,2020,04
78014,TXL,SSH,LATAM,95S0ERFAM7AB69354,2020,04
47858,PER,BKK,LATAM,FWVXP0D4ZURE73798,2020,04
49369,PHX,MAD,Iberia,JCWT7HKNUFDT24186,2020,05
65762,MTY,SSH,LATAM,2R9T208AC0WU61103,2020,05
60991,WLG,BWI,Iberia,JVSVXE8S54D820692,2020,05
73620,IST,LIS,Qatar,20TKRX5E5KGU46339,2020,05
51951,SAW,FOR,British Airways,N931WWWL2JA282796,2020,05
13804,CNS,ATH,Qatar,GU5KFC3NTVYP86900,2020,05
22486,STN,SSH,American,E4B5L7UEV9K639441,2020,05
59191,SGN,ADD,American,VCVGTRM6X4EW91414,2020,05
43425,OOL,TUN,Emirates,X8D9BZ20GGJM42142,2020,05
36916,BKK,FRA,Emirates,UUJ474LL0ZSB67209,2020,05
78065,DUD,DCA,American,LTDA6B61ZAX974945,2020,05
45629,EZE,JFK,British Airways,0E5BBEZD7WLW52500,2020,05
40529,JED,HBA,American,BEU2KT6FCBT557661,2020,05
66415,SLC,VIE,Qatar,4PGGASSV36H080685,2020,05
66411,PEK,PEK,Iberia,TMFWSBFHSRVJ17574,2020,05
11134,ALG,GRU,LATAM,MS74YMGSRPG654745,2020,05
78912,DUB,CKG,Qatar,78FMTXHYB2D293949,2020,05
88153,DKR,IAH,Emirates,1SZRE885Z4YA61714,2020,05
81952,SZX,DAR,British Airways,EWTFJHKUBJV868537,2020,05
51369,XIY,MXP,LATAM,3P23BVV83KK675799,2020,05
11216,PER,DUR,Qatar,X9SY8C8R31GB58786,2020,05
86833,SAN,ZRH,Emirates,CM5Z4MHSHCZH11528,2020,05
54354,NBO,IST,Emirates,768YGV59M7YJ78412,2020,05
17878,HTI,PHX,American,C34D9G02LSHZ33386,2020,05
89583,SZX,MRU,British Airways,XL9763DVP6TP90344,2020,05
92376,DUD,HRG,American,6D2EPS2K4BHY10481,2020,05
57806,DMK,HGH,Qatar,0E8H5DNBS7LU71321,2020,05
72779,ADD,LIS,American,BZT5HUHKYFP640286,2020,05
20487,BWI,ROK,LATAM,FBB8BUTMNVJ152224,2020,05
65997,BOM,ADL,Emirates,ZN1PXCSLZWTZ14017,2020,05
47730,LAD,ATL,American,7CX9A0TG35BU65039,2020,06
84123,CHC,MNL,LATAM,PAJ3EDEDFENB36347,2020,06
36702,DME,ASP,British Airways,NWW0R6TF36ME41519,2020,06
97013,PMI,CDG,LATAM,YHXH277GJ2SE35605,2020,06
38683,DRW,MAN,Emirates,EB63CRLJPFAC64566,2020,06
57882,SAW,DCA,LATAM,K19E8UN67LY184297,2020,06
41826,MIA,TSV,Iberia,778NKFXHVHFK44209,2020,06
65304,PMR,PHL,Emirates,EG1M8WKC20VJ66481,2020,06
83075,CNS,FCO,Emirates,T7KFWN942RKP10497,2020,06
31836,BOM,JFK,Iberia,AAEYYHP73YPL61432,2020,06
13517,JNB,RUN,Emirates,J1GZBJ6ZP9RA42949,2020,06
91195,ICN,REC,British Airways,8XAYJZLRWUTN74963,2020,06
34627,AKL,MTY,Qatar,H7BA41JN1FG787178,2020,06
92215,HRG,YVR,British Airways,MV9D80W1GCGV12396,2020,06
23032,SFO,CWB,American,DR8DB6J4FBAF16245,2020,06
40212,MIR,FOR,Qatar,N7X53CCDXWGJ84801,2020,06
75494,TXL,GDL,Emirates,JPVB441XVANM90579,2020,06
89137,GDL,MEL,Iberia,FJ2KJSJWEAUX99324,2020,06
96696,FLL,NSN,British Airways,KPWHGJ37S4K535029,2020,06
96508,CNS,CLT,Iberia,ALGYVPZ1X5AY39613,2020,06
23510,IST,PMR,Iberia,E7BLWZVKBRJY50138,2020,06
86613,CMN,SDU,Qatar,9L7E5XVRY7LX35957,2020,06
43338,NTL,MEL,American,D2MXWWDKBKE022419,2020,06
88138,DEN,PLZ,British Airways,P7RN1XVZ36J645760,2020,06
86301,LST,HRG,Iberia,Z2W4JZJWPHTF17717,2020,06
66588,MIR,KUL,British Airways,EBBLS4TEAFF299762,2020,06
88817,MTY,DOH,Iberia,PC8S7HGPJ1CB69951,2020,06
61844,AEP,AGP,Iberia,ZH7HW5PSR6H080680,2020,06
48706,SYD,MKY,Emirates,5E2FYE42S2M080316,2020,06
86871,GRU,TSV,Qatar,8TCVLA6HM3GR51255,2020,06
14854,PLZ,YVR,British Airways,YYJUF56D0RW631324,2020,07
75971,MRU,FCO,American,4C5A6P9YL6WA12623,2020,07
74190,MEX,LOS,Iberia,4CGPARA29HBU82024,2020,07
75425,TPE,NSN,Qatar,K1L801UDX4CM63047,2020,07
86142,LIM,ABV,Qatar,UZ2CSB2BWMY885856,2020,07
96442,PMI,BOG,Qatar,JZ04TYTL09NA16776,2020,07
48784,KUL,BNE,Qatar,58D62GD3CABD91294,2020,07
25672,LIM,JNB,Emirates,6GPFY3U18JGX42353,2020,07
52186,DAR,MSP,LATAM,79L7U3FMFFUL18528,2020,07
20660,KTA,HBA,British Airways,91DFNVDZ06SH93998,2020,07
93587,ABV,PHL,Qatar,74HZJSNC9VFN94205,2020,07
26569,CPT,SDU,Iberia,HNCRJ88RP2XV22463,2020,07
25402,LGW,PMR,Emirates,UNC5T2VBFMER84266,2020,07
73445,PEK,HND,American,2FPESZEMADXL86137,2020,07
98606,FLN,HBA,Qatar,W1GB3Y4HMZHH63473,2020,07
54595,SHA,MIA,LATAM,7VYEWBAJDMTW70818,2020,07
27053,PMR,DME,Emirates,DGSWSYDNGMTF72148,2020,07
52947,PTY,MIA,Qatar,18E7GUNMWRUW98716,2020,07
77392,CNS,ALG,LATAM,RJUT6AGN5SC933020,2020,07
89682,PEK,BRU,Iberia,J5S7V64A3PDY27561,2020,07
20080,DUR,BOM,American,BDA5L2M7W9HD25832,2020,07
70189,DOH,POA,Emirates,75VN41LYTKEC71976,2020,07
69806,CPT,LIM,American,H8GKSY4E66AN25023,2020,07
38283,STN,PMI,British Airways,WGJ893Z4FLDL49240,2020,07
87196,DUR,MIR,Iberia,XHMBRBR1CUGY29935,2020,07
53967,DUB,PHE,British Airways,TKFFCKVXDAWP32566,2020,07
86312,CUZ,MIR,Emirates,4MLB71CRT0TN96242,2020,07
74440,DLA,CBR,Iberia,ECLRR23NLUZT44122,2020,07
20910,YVR,SAN,Iberia,T31WFBZXW8XW68671,2020,07
52178,SLC,POA,LATAM,XRMK603U34ZV45160,2020,07
91270,GYN,BWI,Emirates,TPWVEVNZCBXT16523,2020,08
93626,CKG,GYN,British Airways,RNJK6YT187WB38634,2020,08
19536,CGK,CKG,Emirates,DATLA5XFAXXZ88946,2020,08
47968,PVG,DUB,American,R6JC839SVZA588768,2020,08
69437,TXL,POM,British Airways,U9VH0T6FDFZD48763,2020,08
93994,CNS,SLC,American,4N3UCBWUUBK268423,2020,08
