aircraftID,name,aircraftType
79L7U3FMFFUL18528,Sukhoi Superjet 100-95,SU9
91DFNVDZ06SH93998,Embraer 195,E95
74HZJSNC9VFN94205,Boeing 757-200,752
HNCRJ88RP2XV22463,Lockheed L-1011 Tristar,L10
UNC5T2VBFMER84266,Tupolev Tu-154,TU5
2FPESZEMADXL86137,De Havilland Canada DHC-7 Dash 7,DH7
W1GB3Y4HMZHH63473,Boeing 737-400,734
7VYEWBAJDMTW70818,Airbus A350-1000,351
DGSWSYDNGMTF72148,Airbus A320neo,32N
18E7GUNMWRUW98716,Tupolev Tu-134,TU3
RJUT6AGN5SC933020,Ilyushin IL96-300,I93
J5S7V64A3PDY27561,Antonov An-30,A30
BDA5L2M7W9HD25832,Embraer E195-E2,295
75VN41LYTKEC71976,Airbus A319,319
H8GKSY4E66AN25023,Antonov An-124 Ruslan,A4F
WGJ893Z4FLDL49240,De Havilland DH.104 Dove,DHD
XHMBRBR1CUGY29935,Embraer 195,E95
TKFFCKVXDAWP32566,Boeing 747,747
4MLB71CRT0TN96242,Boeing 777-200LR,77L
ECLRR23NLUZT44122,Embraer E190-E2,290
T31WFBZXW8XW68671,Airbus A318,318
XRMK603U34ZV45160,Antonov An-124 Ruslan,A4F
TPWVEVNZCBXT16523,Boeing 727,727
RNJK6YT187WB38634,Douglas DC-8-72,D8Q
DATLA5XFAXXZ88946,McDonnell Douglas MD83,M83
R6JC839SVZA588768,Douglas DC-8-50,D8T
U9VH0T6FDFZD48763,Canadair CL-44,CL4
4N3UCBWUUBK268423,Douglas DC-9-20,D92
22UWBHK7XLM011054,Boeing 757-200,752
WF0VBRXLAXX771817,Boeing 777-200LR,77L
XXVYX71RVCAZ85847,Boeing 767-300,763
HTXGE9YW2HH161039,Boeing 767-400,764
T1ALRYA284CD66286,Canadair CL-44,CL4
NWRZF6SN2JVP70648,Airbus A310,310
TSK0RU09DLV381046,Boeing 727-200,722
M61P2ET6W5NY69616,Airbus A318,318
DBYLNTYGZXAC86241,Airbus A310,310
NF1KDCUDL9Y453660,Lockheed L-1011 Tristar,L10
03489DFTPUBS70588,Boeing 747,747
DSYVWDXZFDRC62272,Airbus A310-200,312
RK2D8HDHMLT491082,Airbus A320neo,32N
K7KCNWMB78TN98375,Boeing 737-900,739
XACU3XLC60AL14793,Douglas DC-8-50,D8T
9C4AEJD3V1L511875,Tupolev Tu-204,T20
KAXM5WRHB3A286408,Embraer 190,E90
9C5TMBUW9RKS85408,Boeing 767-300,763
7YRJZ0E0N4M928756,Boeing 767-400,764
7BLSSZNZNVKH96077,McDonnell Douglas MD81,M81
4Y1RUU1NW1ZH81354,Airbus A340-600,346
8BWCX29KBHST83359,Antonov An-26,A26
Z6K0MJHM0VV233681,Ilyushin IL62,IL6
NXYK5LJU8VW371807,Airbus A318,318
WJEF1D470GU975141,Boeing 747,747
L0EMNXW2UJSN69742,Embraer 175,E75
TUP3WUC7C6DA68051,Antonov An-124 Ruslan,A4F
VX3KKS3CGPYH33727,Airbus A319,319
8MD5HKVWTEK273920,Douglas DC-9-50,D95
ETMURFVGXTLB40811,Boeing 737-700,73G
X63NZT9UXAKK55879,Boeing 757-200,752
00XGPMKDZWG974595,Canadair Regional Jet 900,CR9
56A8G84MVLUU76737,Ilyushin IL96-300,I93
6Z5UFAYU66NV59191,Airbus A310-300,313
M7P8XG7TPXWR76338,Airbus A330-200,332
PGUHA5S4VKS855237,Lockheed L-1049 Super Constellation,L49
7B9KJYTBSXYP12907,Douglas DC-9-30,D93
1AJM3B2TJZA383604,Lockheed L-1049 Super Constellation,L49
3LY0GYE20NC852443,Douglas DC-8-62,D8L
A10BVHL2HGZS71304,Boeing 737 MAX 9,7M9
C3MKD6N9D4RV14791,McDonnell Douglas MD82,M82
RYR774UFH5CE67630,Airbus A340-200,342
V96EBSF7VVYC77502,Embraer 170,E70
P8MMY0ZAJ5SZ11101,De Havilland DH.104 Dove,DHD
0X142MLUX2HM96442,Airbus A330,330
MTJ3UZS53GA090426,Airbus A300,AB3
7TAFS7AENJFC89462,Canadair Regional Jet 100,CR1
JXV7BWTL2REJ84292,Ilyushin IL18,IL8
N190KJ9FSZKR40490,Embraer Phenom 100,EP1
1EFPKSPU5UXT36622,Douglas DC-9-10,D91
3AMNLEM6EEWK81048,Airbus A320,320
EZJ70D01YRJU16427,Douglas DC-10-30,D1Y
B3GL0EA8HSGT85748,Airbus A330,330
AMWJ9RLTKZTC92218,Boeing 707,703
FNXFFZKLXNZ894173,Antonov An-28,A28
L771636T46M247537,Airbus A330-200,332
NRTPPURU0NDL74203,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
YUVU6M0U1XKG17638,Boeing 720B,B72
EFW1MRUC9SPA30449,Boeing 757-300,753
YNHM4JARSMSZ77717,Airbus A330-300,333
8WEKFKX5JKF089108,Embraer E190-E2,290
33JUTC8M9AYL31374,Canadair Regional Jet 900,CR9
500AFYLAWPH525679,Boeing 737-800,738
GAHKWW5SJRGW47970,Douglas DC-9-50,D95
39P1FBJ2TZUT40630,Boeing 747SR,74R
XSF0L11LX9N173325,Canadair CL-44,CL4
YMKEKYVJH1R765741,Airbus A330-200,332
W3GCY0SEDTZR20533,Airbus A310-300,313
RZ3KY8X34WNS89001,Boeing 747,747
DGXENXVNCFZJ34021,Boeing 747,747
WT56UJDJECRL79365,Embraer Phenom 300,EP3
XSB92711RJCZ74711,Boeing 737-400,734
1L7R52YDSKSN37606,Douglas DC-9-10,D91
CVJC208J75SJ87651,Douglas DC-8-72,D8Q
FEZ9LX7RDEZL56350,Embraer Legacy 600,ER3
BM6BFR1SKYZL92724,Boeing 787-9,789
1H0EV5TZA2CW45647,Douglas DC-9-20,D92
UGCXEPWYKUE421854,Boeing 747SP,74L
DYGD8CJ86JNK64410,Tupolev Tu-204,T20
7SA759MXWZWT88474,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
X4BGS9KNM8R780623,Embraer Phenom 300,EP3
75P6TYBDNPAC44112,Airbus A319,319
0C50JKKVNETZ81873,Boeing 737-900,739
PKAC4FJC5NRG86161,Antonov An-12,ANF
TZ7YFAJN8LRJ58628,Antonov An-28,A28
G6MNHDSG3XPY93797,Antonov An-225 Mriya,A5F
H7E1Y09A2KWX66881,Embraer 170,E70
BASL9RMBPWDT55368,Boeing 727-100,721
Y02E0ATGKCJG22021,Boeing 767-200,762
CKZCAKUY1ACF65944,Boeing 737 MAX 10,7MJ
ED8UKM0MHPXU36342,De Havilland Canada DHC-8-400 Dash 8Q,DH4
MS0SKA3GU8UR99601,De Havilland Canada DHC-6 Twin Otter,DHT
3GDURU3HB0MP43030,McDonnell Douglas MD87,M87
EZBRZTRW0VDM78263,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
VBFDX2HMUDEM95098,Antonov An-30,A30
R5246C78NDXK30451,Boeing 727-100,721
1TD7815Z48A887708,De Havilland DH.114 Heron,DHH
NKCBPLCPY8XL13553,McDonnell Douglas MD88,M88
WN9M68PESYF658376,De Havilland DH.114 Heron,DHH
FFR187THC4HB12427,Boeing 777-300ER,77W
Y3ZMM5PJLKDB29238,Antonov An-225 Mriya,A5F
LH2XDV67DFWN14480,Airbus A350-1000,351
7SSPU2WKBXFD15803,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
1X9BJJYGHGXE49358,Embraer E195-E2,295
STZDHPEAUNZ512528,Douglas DC-10-30,D1Y
7PV4G54S5TVL82173,Boeing 727-100,721
GHHWYJFDA7AL27465,Airbus A330-800neo,338
05V6TS9LUGHA38415,Boeing 747-400,744
S3VXYHB11EVE11084,Embraer Phenom 300,EP3
BSZ539328KU833003,Ilyushin IL62,IL6
VUGLB63MDBJF92238,De Havilland Canada DHC-7 Dash 7,DH7
TJV2V2DDRWP532311,Douglas DC-9-10,D91
WG65VRP8ZFL191462,Douglas DC-3,D3F
N7HVEY83WTBU57821,Canadair Regional Jet 200,CR2
PBY397MPA7UK61183,Boeing 777-200LR,77L
07M14ZVFY1ZU50948,Douglas DC-8-50,D8T
2GHFV98KWAZX36242,Ilyushin IL96-300,I93
NFZ4U1GUTTRL27548,Yakovlev Yak-40,YK4
MFT58WM6K4FM87048,Airbus A310-300,313
1B36F8G7RHKV92350,Airbus A321neo,32Q
EKPYGSP2RYV360097,Boeing 757-200,752
GNY0866TAFLU43522,De Havilland Canada DHC-3 Otter,DHL
Y54H7PMW7DC228430,Boeing 757,757
YVNTYBUFR1CR55731,De Havilland Canada DHC-2 Turbo-Beaver,DHR
KHH0Z4B15BFP94355,Boeing 747-400,744
FVBS5SK33ZJV85334,Boeing 777-300,773
Y4F88GK9U2WW80512,Airbus A340-500,345
HRXVH12A33C364872,Douglas DC-8-72,D8Q
DWN47C611DU411923,Airbus A310,310
X9E78TEKBDR076906,Boeing 787-8,788
SFW20NB0N4GJ51825,Antonov An-32,A32
U6NU0UJ0YBF175788,Boeing 747-8,748
2VJN0AEWRPF231167,Boeing 757,757
BXTSH85JXDED63026,Douglas DC-8-50,D8T
XYZ44EFNBTZN63152,Airbus A350,350
RVVGXJVUBEEA51467,Airbus A340-600,346
GYWV6FT6FGK411134,Douglas DC-6,D6F
U37G3UKTMMRU97305,Airbus A310,310
EJ0FU6T1FMLS19837,Boeing 737 MAX 8,7M8
C3LN2RCB8ST598523,De Havilland Canada DHC-3 Otter,DHL
PFXA66L63YCG48588,De Havilland Canada DHC-7 Dash 7,DH7
23G7DKWYFNX172108,Boeing 720B,B72
BM7ZZGTDFWB158643,Sukhoi Superjet 100-95,SU9
HBHB0S3A0GFZ98322,McDonnell Douglas MD82,M82
M4MAM9CB3LEA15442,Boeing 747-400,744
906YV4597LSA29683,Boeing 777-200,772
A2WKV7G0HSX353038,Airbus A320neo,32N
C1SCB48TBFBN58467,McDonnell Douglas MD83,M83
L2G2HBJAV1T083526,Boeing 737-400,734
4TJ8R43R9MRG73272,De Havilland Canada DHC-7 Dash 7,DH7
PY5KM1URMYKE66762,Boeing 777-200,772
3UP4J1EUAFWR31445,Boeing 720B,B72
F0UCU1DW7SAK24550,Sukhoi Superjet 100-95,SU9
4W5DB7921XEB37887,Airbus A340-200,342
U6UF5NGRJ5SE15118,Boeing 747-100,741
V4TJP390NWVD41353,Boeing 737-900,739
YY0308D0YEY695111,Airbus A319,319
EF6F827875YV30442,Canadair Regional Jet 100,CR1
TPYTVPE7D9V667281,Embraer E195-E2,295
J22HY4Y5GBKC54311,De Havilland DH.104 Dove,DHD
ZPJPDEUM30SA15888,Boeing 777-300ER,77W
2N7DD0VKTVFM59684,Boeing 777-300ER,77W
XKL3P96ZSLK986563,Douglas DC-9-10,D91
FG1T6TYKSLZP20845,Airbus A330-900neo,339
Y8YV853UYVUG96793,Airbus A320,320
3VYLC1CC1SM756793,Douglas DC-3,D3F
XYH3RMF92DDS77623,Boeing 767-200,762
E8JR4R6XHHSE69561,Douglas DC-6,D6F
HWW2LUEP1YXJ38699,Airbus A340,340
93B86S1RLYSZ78091,Boeing 757,757
F9VTSJLB4AXK39067,Embraer E190-E2,290
2A40FJDPHJYB65476,Boeing 737-300,733
V18HM8AT0HGF44877,Airbus A340-500,345
BR1FAYE1GCPK17997,Canadair Regional Jet 705,CRA
VPMJ1Z6V2EDX34074,Boeing 747SR,74R
81F8HT53ZVG180407,Boeing 717,717
CF7KGB42RTJT10933,Antonov An-12,ANF
FMC4MP87NPTC25560,Antonov An-30,A30
9ETX10VZ1GP744736,Canadair Challenger,CCJ
EY89TDP5WHG735339,Boeing 727-200,722
5D7G91PMSFM065049,Douglas DC-9-20,D92
JC5VZA9L0GUJ30950,Boeing 727-100,721
6VGAGYXJR3EK27306,Antonov An-24,AN4
SDHZ7F69HVF995373,De Havilland Canada DHC-2 Turbo-Beaver,DHR
64J8KV2XPKE513754,Embraer RJ135,ER3
TKW1K7U4RTE674595,Ilyushin IL96-300,I93
DY89LV68LDT848961,Antonov An-28,A28
SVPSSMMFGRSU73179,Airbus A318,318
SR77L9YSUAVK85548,Boeing 777-200LR,77L
GVMC7V87SMNR18167,Airbus A350-900,359
0MLE9PX0S2SZ81431,Antonov An-30,A30
3HSR32XF3RKE90943,De Havilland DH.104 Dove,DHD
0T2HGTM6KPHF86835,Airbus A321,321
2ML55SJLY0N264817,Boeing 707,703
ZVN9ZE8V8KKR51381,Antonov An-28,A28
UFF5TATAKCLG38536,Embraer E195-E2,295
XN8HH8PPVEYN86483,Boeing 737-700,73G
PAM8ZHL9S8BW82834,Antonov An-225 Mriya,A5F
M4SAEM6NL1F620569,Embraer EMB.110 Bandeirante,EMB
GJMHA3NUMGGL34338,Airbus A319neo,31N
9XRRHD6FL2XD69771,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
N92T5ZSZLMMX84519,Antonov An-148,A81
B67GHZDNDGF762179,Boeing 737 MAX 8,7M8
TVTMJ12D16TX38490,Aerospatiale/BAC Concorde,SSC
N8U8F1YRZTKJ50311,Embraer RJ145 Amazon,ER4
VN6EXMK9CNWZ34254,De Havilland Canada DHC-7 Dash 7,DH7
PPKBWBYW54P987897,Boeing 737-700,73G
FW0GK0RY2JZG37583,Douglas DC-8-72,D8Q
D70ZKJZRDWVH71862,Douglas DC-8-62,D8L
8L257WR1NCCZ42442,Airbus A320,320
SWG5K3X4M0WV35253,Boeing 737-700,73G
3ZSVSF2D86KT22701,McDonnell Douglas MD90,M90
3Y93628RX2FZ42038,Airbus A350-900,359
119VZBEKE7UN43929,Boeing 787-9,789
74CHFDDH51TH98013,Airbus A380-800,388
8WSRM5E0R0DR14791,Boeing 747-200,742
39XY5B5TDPK622350,Airbus A340-200,342
A5ZZN5XVFAZT18314,Embraer RJ145 Amazon,ER4
RGURH5Z7PNZT63674,McDonnell Douglas MD88,M88
KV9YCK4CT9B366343,Boeing 737-900,739
GDTF45TB4HGD93192,Boeing 737-400,734
CKFJ4UM0FMAT91464,Yakovlev Yak-42,YK2
EFXRME4FC5SU82467,Airbus A380-800,388
7C98NYSSZHFA62678,Boeing 777-200LR,77L
0VMDFW9Z6JS047036,De Havilland Canada DHC-8-400 Dash 8Q,DH4
0F4TN51NWKNM92257,Douglas DC-10-30,D1Y
TW12YC0KS1AU21985,Antonov An-12,ANF
23XA9AHAY4HL42242,De Havilland DH.114 Heron,DHH
RETC5JHCDEE594859,Airbus A380-800,388
CLT18C34JCCN46679,Embraer RJ135,ER3
XZL4MFDS9EXN76701,De Havilland Canada DHC-8-400 Dash 8Q,DH4
22B4NR9KU4CE37751,Ilyushin IL96-300,I93
HVR50DU29HP677177,Boeing 737 MAX 9,7M9
N1U363LT0HPZ93665,Boeing 757-300,753
586SFHZJ58XA57706,Boeing 737 MAX 8,7M8
H2FECGANHCDZ28051,Boeing 737 MAX 8,7M8
KLK27VPL36PB92248,Yakovlev Yak-42,YK2
BBVTCKBSCNKC29143,McDonnell Douglas MD80,M80
YA0MND841WCC52279,McDonnell Douglas MD83,M83
LU8KBN6MVJVJ44768,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
A2KPPYMXMJYV58379,Douglas DC-8-62,D8L
VJ6X54DUZ7RH92039,Lockheed L-1049 Super Constellation,L49
K28RAD5HJGF019492,Douglas DC-6,D6F
B77BCUMS51NL82655,Airbus A319neo,31N
UUDJV1JEHJGT76937,Boeing 737-500,735
1WEMSRDF4JV768745,De Havilland Canada DHC-6 Twin Otter,DHT
U4DLP3B1P7EL48586,Antonov An-72,AN7
7JYKGEZXL8CY56647,Sukhoi Superjet 100-95,SU9
JFEL5WNE3CDF93164,Boeing 787-9,789
HGNCGZLLYUL387510,Boeing 737-200,732
B77BL4NHFVHY98161,Boeing 777,777
9GDLT2TC78HF50419,Antonov An-225 Mriya,A5F
GR44MGHTMVE494999,De Havilland Canada DHC-3 Otter,DHL
51GFXAD7PJSE50309,Embraer E190-E2,290
ZLC8KK7F54XS34753,Boeing 737-700,73G
05MUEENG9ND287588,Boeing 737-800,738
H88YWUB40RK178906,Boeing 777,777
N6X550SN2EU496715,Airbus A380-800,388
VX65NZZG7TLK77144,Antonov An-225 Mriya,A5F
KHVR3K8UB8GV28539,Boeing 787-9,789
7SWHF3DMSERR44648,Boeing 737 MAX 8,7M8
F55LLMVW2MZ085397,Embraer 195,E95
0W0GNTYLL4E912713,Boeing 737 MAX 7,7M7
E0C44KTUUNZL82289,Douglas DC-8-72,D8Q
8099N4WMA5J417761,Airbus A340-500,345
JK5U5C1D6AMZ15079,Boeing 747-400D,74J
1V01JY8UWLZ668879,Canadair Regional Jet 705,CRA
4KZ1L7Y9J4AU64655,Boeing 717,717
KJYMUT0GS1F517646,Airbus A340-500,345
792982GGXSGV64583,Canadair Regional Jet 705,CRA
TCHSGJ73HWB674229,Boeing 727-100,721
KRKP5328NSE143541,Boeing 757-300,753
BDYWXJGPG2Z995350,Boeing 737-200,732
CFRWX6U8XNBZ11242,Douglas DC-9-30,D93
HWSJ2CJYKHT331384,McDonnell Douglas MD11,M11
FPZAS143E4FY49195,Boeing 727-200,722
U72TJU31FMUG46822,Boeing 777-200,772
UFZM564DEPSD63367,Airbus A319neo,31N
1H97RWVMJVM235316,McDonnell Douglas MD88,M88
P493L8LGVXJ022839,Boeing 767-300,763
PM2Z36KVUYH874671,Yakovlev Yak-40,YK4
GSRLJD0E3UXE46600,Canadair Regional Jet 700,CR7
HJZMYFUBJDHD15851,Boeing 787-8,788
1XV4W6EK2YCD27056,Embraer 175,E75
U1APLNA15VJ619950,Boeing 777-200,772
0JWXUWKV1BBY77406,Douglas DC-10,D10
6J56L3H7Z2YS67796,Airbus A330-800neo,338
R752C013LESP47489,Boeing 727-200,722
3T7RNH7650EW80495,Antonov An-26,A26
NARA7EHERVZ580789,Airbus A300,AB3
PGN07ZD5ZCJ412221,Canadair CL-44,CL4
FZ6XZ8Y1NUN347973,McDonnell Douglas MD11,M11
0P8RRDUVMXJG76235,Airbus A310,310
WZW6CMZ2BTZ969761,Boeing 777-300,773
JMZGKJ4S20U114359,McDonnell Douglas MD83,M83
NMY9CTDLJSXU79850,Boeing 737 MAX 9,7M9
P958K8XY8UZ325140,Tupolev Tu-204,T20
WP82G68UBTHR75271,Airbus A340-200,342
ZE2BUNH0TMYW88320,Airbus A350,350
DPCKFGGVDBN518655,Boeing 737-500,735
YFTS7WVMRHY189785,Airbus A330-800neo,338
ZJ7SGPHS0DDU55711,Ilyushin IL96-300,I93
TDLK8YSFJ9TK52183,Airbus A350-900,359
C9FUKMHWXYSA87392,Antonov An-12,ANF
1CJAKE4ZNYE532056,Douglas DC-9-40,D94
EEPNEBFR0PGZ14302,Embraer Legacy 600,ER3
2TTFSJNG28K035981,Ilyushin IL76,IL7
T8W2F80SE2X550974,Boeing 757-300,753
UTYBBP0DA0SE77618,Lockheed L-188 Electra,LOE
4V4P1GKHNLFR95536,Embraer RJ145 Amazon,ER4
HSJ526ZCUBAR92743,Embraer RJ145 Amazon,ER4
JYRSLTNDY5V762456,Boeing 747-300,743
LT58L523KCZ290371,Boeing 737 MAX 7,7M7
34FU22Z8UNXN10063,Ilyushin IL62,IL6
ZZXRL5CEVDZF39080,Embraer 195,E95
DM20Y88HRTXS55411,Boeing 787-9,789
X8JC7PLC4DLH76490,Embraer Legacy 600,ER3
LAH14F7WH1XC39898,Canadair Challenger,CCJ
GGZS1SLU3CA792317,Airbus A310-300,313
Z6W8U02CKNDW24054,Boeing 737,737
ZN20ZP169RU111575,Douglas DC-8-72,D8Q
L1JJ5NAN4UP586745,De Havilland DH.114 Heron,DHH
3RY7HZP0RKVG52586,Boeing 717,717
802VSNBZX3F724113,Douglas DC-9-40,D94
44E8A6RD8CLY27220,Boeing 727-200,722
G8ZDU2VTG3P732053,Airbus A380,380
PE2952GY29VE13779,Airbus A330,330
MD3Y3YRU2LHC68557,Canadair Regional Jet 900,CR9
SBW3TZK4ZKSM80140,Airbus A340-300,343
44P7NHMLD5A627968,Boeing 707,703
RUKRU9XV1FZM25988,Airbus A320,320
KCDDX0LUYMH090987,Airbus A310-300,313
8HTB9TZ4UJUF90575,McDonnell Douglas MD88,M88
NHNKNFWHPXXY48016,Boeing 737-400,734
0GZGZUJVJRCF50259,Douglas DC-9-30,D93
WBSLFTW9GPG730328,Boeing 747,747
UH6RXVW0BJCU40452,Airbus A319neo,31N
BFJ0F3XGE7HB90372,Boeing 737-300,733
Y1RGCWW212WC47439,Douglas DC-9-20,D92
P208RZT785SH36002,Canadair Regional Jet 200,CR2
44A8J5YJH0DC82351,Sukhoi Superjet 100-95,SU9
1CKWLBBE12WW67792,De Havilland Canada DHC-8-400 Dash 8Q,DH4
0E8K30VTN5BH39582,Tupolev Tu-154,TU5
LVT5SH12PYWA60120,McDonnell Douglas MD90,M90
NXY1TNR03ZBK73916,Boeing 737 MAX 7,7M7
G9JCRSUP8WL841063,Airbus A310-300,313
BE0SRYXUBXHC77791,Boeing 737 MAX 8,7M8
J9ELZR5GU1S174540,Embraer E190-E2,290
H6BH6NKUL1NX62368,Airbus A320neo,32N
GMNA2A7AHCEH87622,Boeing 757,757
8VPRULU76LA458985,Boeing 747-300,743
4YJHVJJF14D398233,Boeing 757-300,753
K80TX402YFTJ31015,Ilyushin IL18,IL8
HM2XJDLCBME485749,Antonov An-28,A28
FSZAZFLT8WJV32222,Canadair Regional Jet 700,CR7
KZHDZ0VRPDCX15278,De Havilland Canada DHC-6 Twin Otter,DHT
JC4RL9K6GVU796019,McDonnell Douglas MD90,M90
9TL2Y4WR60PT99838,Airbus A320neo,32N
V552XDY4BSBU81920,Canadair CL-44,CL4
56Z0M32TV2GE37594,Airbus A320neo,32N
RY0DZLGD3NJT71928,Boeing 717,717
MHGJGRR5DXRX42638,Canadair Regional Jet 200,CR2
6XTF0TBAKDRM79249,Airbus A310-200,312
T4XXWMCGHENS44274,Tupolev Tu-204,T20
F757B28KW4Y678132,Boeing 777-300,773
8CZU27XR5KMX62848,Boeing 747-400,744
S9HF7UE0VWER93662,Douglas DC-10-30,D1Y
T0XCZ1V19AE731374,Boeing 737-800,738
3L8GLWDG8FB958459,Airbus A350-900,359
WK4UZSBLV6FV20365,Boeing 727-200,722
H6FR0184PHCR59272,Boeing 727,727
WY9DMP45V7L435098,Boeing 747SP,74L
1PH3FFUK8RTL23032,Embraer Legacy 600,ER3
D5YCZ5KXX8LD69773,Boeing 720B,B72
PHXT6DKG2LWK89005,De Havilland Canada DHC-6 Twin Otter,DHT
8X9Z58S8ZLUZ88637,Antonov An-24,AN4
A2C0V4Y67DWH51182,Boeing 787-8,788
71R79S5VKFMT99363,Airbus A350,350
5EDH0BH97CMH96904,Antonov An-24,AN4
9M2W4V6X83Z630795,Douglas DC-10-30,D1Y
245Z6PUNK7GY49116,Airbus A310-300,313
SWGCN20BV7MC36067,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
B8UMKWXTZEE958956,Antonov An-32,A32
MGVAUJZ8W7DD91799,Boeing 707,703
BV0EC3YHHBGG57666,De Havilland Canada DHC-4 Caribou,DHC
3K6N03LCSAJG83183,De Havilland Canada DHC-7 Dash 7,DH7
VRLSM8CHXHNJ72200,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
WCDH9PGBZ6N598889,Boeing 727-100,721
GV8D8XC8PNK153657,Boeing 777-300ER,77W
MTXPNJCDXAX444870,Airbus A319,319
NXR3X1A5XETS60025,Embraer RJ145 Amazon,ER4
8HAZ25SNMBYH23610,Boeing 767-400,764
VANH6LGDCWAK57082,Boeing 787-8,788
W23W2Z375MPZ16400,Canadair Regional Jet 900,CR9
WMJXM8V1EHA123474,Antonov An-148,A81
FGM20LSTREUB70742,Ilyushin IL96-300,I93
HED9YTD80YUK82840,Antonov An-32,A32
XKLHV7TX71KU19241,Airbus A350-1000,351
SU6MJYU9K6NA83297,Douglas DC-10-30,D1Y
XG703DK2BVVS47468,Boeing 737 MAX 10,7MJ
R24640H0GRFE88233,De Havilland DH.114 Heron,DHH
D6S1S7BGSAMS31146,Douglas DC-9-30,D93
2S64F5Z6U5LJ32378,Antonov An-225 Mriya,A5F
STGEPJ67KSVV56572,Ilyushin IL18,IL8
2TPF8GME16BU26832,De Havilland Canada DHC-2 Turbo-Beaver,DHR
335HHRLHXWAH11242,Airbus A350,350
5PFK8K3ELYXS43418,Antonov An-124 Ruslan,A4F
JSMBYXLLBBPA45961,Airbus A321neo,32Q
GFY7PPB8XDRV50376,Boeing 747-400,744
BZ0AHHJG62Z628640,Boeing 747SR,74R
7DF0SDFK3WLH84089,Boeing 717,717
EX78Z9KG0KRT28388,McDonnell Douglas MD87,M87
ERUXWXWJJYTW82780,Embraer 195,E95
W4MDJLYJ96G959740,Airbus A330-300,333
FFNVC1TJV2UJ93144,Ilyushin IL114,I14
A25WDVTLAHVE85736,McDonnell Douglas MD82,M82
7ZDS0SW708C474096,Boeing 787-10,781
GBCGBKAE06PU63154,Airbus A330-900neo,339
TU7HBM9CZEYU58490,Embraer RJ145 Amazon,ER4
UEDNAM7Z9YAU69869,Boeing 787-9,789
T1LS4SJL89DB65387,Airbus A310-200,312
23WJ7G3THRRL35312,Boeing 767,767
602KX98CWLGE16013,Boeing 777-300ER,77W
FCZVENFH3ND659511,De Havilland Canada DHC-8-400 Dash 8Q,DH4
XSW59Z4L61GJ65569,Airbus A320neo,32N
XU1XCHAV4KWL41983,Embraer RJ145 Amazon,ER4
8GJ0ZUCXB1DD34338,Douglas DC-8-50,D8T
926448LSZFTW73519,De Havilland Canada DHC-7 Dash 7,DH7
9RZ35ABXGPZG61857,McDonnell Douglas MD87,M87
SGTRKW572CXJ12936,Boeing 727,727
UWEE1LJ6MCUT23743,Embraer 195,E95
NG1M9UEAYBMP65249,McDonnell Douglas MD81,M81
6S4UL9UX3BEY78707,Embraer 175,E75
AJMXBPBXPHCT52873,Embraer RJ135,ER3
7EMPRFHZPAL857437,Embraer RJ135,ER3
7ZHY5FKLMML556668,Ilyushin IL18,IL8
3VWSKUDADRLN33775,Boeing 727,727
GVP6F0BYTVE656838,Douglas DC-10-10,D1X
UNRU5LKGJ2T616934,Boeing 737 MAX 8,7M8
M920UX4YNYXG67601,Boeing 737 MAX 7,7M7
P357DG5T8EMM20918,Airbus A340-300,343
MNE2V2ZFWZVK65556,Antonov An-26,A26
YE57AF4SFNPT90934,Canadair Regional Jet 100,CR1
0U0WC6HYNTAH90127,Yakovlev Yak-40,YK4
SAAU8022CXGY81613,Boeing 787,787
36D6W45H3HJY32318,De Havilland Canada DHC-2 Turbo-Beaver,DHR
GHLWTRBLP2ZB19573,Airbus A350-1000,351
VVA8TERCMUMM96482,McDonnell Douglas MD82,M82
9YEN526594RZ83455,Douglas DC-8-62,D8L
WAYGUYN1X7GL75389,Boeing 737-800,738
BDJM459AZVK732276,Boeing 777-200,772
GTG1DJPXYAEX50005,Boeing 717,717
FYGABSSVNWRB72332,Boeing 727-200,722
41RJF814K4WD50021,Antonov An-72,AN7
WFTSACUMBBJ788283,Airbus A330-200,332
GMLWNKL0C2NB90133,Aerospatiale/BAC Concorde,SSC
16J23GLPAJSG65927,Embraer EMB.110 Bandeirante,EMB
W7MVYV09M4Z454871,Airbus A340-600,346
1AUXDVX5MVC217783,Douglas DC-8-72,D8Q
P8PDLWELTWJR73570,Airbus A318,318
HLW7406G74GR82594,Airbus A350-1000,351
X5FMWTWW1JGB34023,Boeing 737 MAX 10,7MJ
93RRPXCRL7D699284,Embraer E195-E2,295
J7J7RPLM64HY70190,Airbus A300,AB3
XP8XAC65RDYZ44357,De Havilland DH.104 Dove,DHD
J0839YEE1ZTB60668,Boeing 787-9,789
MJ68AUMM2ARG81584,McDonnell Douglas MD11,M11
12V6ARPTTZLM64506,Ilyushin IL18,IL8
HK12N81A04HL52124,McDonnell Douglas MD81,M81
