ticketID,passengerID,flightNumber,flightType,seatNumber
81776371,55405847,89850,first class,6D
75350626,40874342,78335,first class,18C
76694202,69446386,61212,first class,4D
72484116,61691844,37182,bussines,21A
07624818,36240225,39452,economy,26D
57085613,33914198,26100,bussines,30A
58983644,43962912,26749,first class,3D
15865170,57954715,13634,economy,2C
72342739,62539543,63788,economy,11E
00976874,26374363,23269,economy,20D
02016887,23841825,67341,economy,23F
34277400,82791026,32184,first class,26A
12947864,74163732,88992,bussines,4F
87474813,10493474,63188,economy,4A
30344113,18946605,16414,bussines,28E
17110829,04659529,36537,economy,29E
32602746,76191418,34990,economy,19F
20529562,67068348,42561,bussines,16D
39861143,34875010,65047,first class,28D
86778675,48096243,43143,bussines,24E
22884505,76614459,57801,bussines,13B
34548558,35545898,79906,economy,13F
10000283,82712419,23269,first class,18B
18568966,41655860,13159,economy,9C
04993630,94230831,10105,first class,20B
84153269,89035758,13316,first class,26C
19205849,80533029,99314,economy,24F
04308202,41191021,41757,bussines,19F
38470080,26477366,38001,bussines,2E
62995913,13146780,71431,bussines,8A
32526096,29088691,74675,economy,13D
57027536,77346086,29257,first class,8B
03540341,37864810,83759,bussines,1D
14652321,66776040,23442,economy,11A
24227450,45361257,47223,first class,17E
58286807,00195636,39017,economy,20E
58062100,14291050,74383,economy,24E
32566757,45872712,55508,economy,5F
38479392,01607622,53797,first class,29D
05180137,50341350,46276,bussines,15F
46105792,95648820,82040,economy,7E
11163612,71199603,11413,economy,32B
29168222,47956960,72663,economy,4D
78342454,11068268,52067,first class,2B
10335342,86643538,91458,bussines,21D
95311686,26021796,25956,economy,7F
41399868,76987065,15156,first class,25F
58679748,83064190,79680,bussines,23E
55988149,23612512,50858,economy,15D
05749141,08082985,96508,first class,27E
14454826,03572365,98645,first class,28C
05403444,06930120,49484,bussines,20C
42668805,51278729,78327,first class,11B
57080576,96309476,85735,economy,23D
21104076,04341596,62721,first class,23F
58518398,28834211,91492,first class,3F
24263405,48126619,33156,economy,27E
09033207,54315365,20522,economy,31A
31380803,66136200,21523,first class,13E
46907695,31046770,35077,first class,31E
79450717,05806767,13517,economy,22F
81825129,60886147,74016,first class,23E
43273784,90094077,96101,bussines,22E
15781771,12278457,29629,first class,8D
09013280,83241191,62675,economy,13D
12767136,72437604,95121,economy,9E
06658143,63765847,74144,first class,21D
76937841,13488334,14058,first class,16D
14388582,58583274,89884,economy,21A
50206506,42346793,84867,bussines,18D
40988339,45329443,27451,bussines,22E
58622289,34016068,72557,bussines,14C
40873340,98876431,43894,bussines,32E
88826628,06685171,80374,bussines,11E
72049749,40047389,52199,bussines,27B
44625115,55063584,11805,first class,17F
14542897,47586967,96509,bussines,28D
22047252,48954726,62656,economy,14A
55837148,08069199,47378,first class,9C
44545176,83250509,21572,first class,30E
95382189,24974020,93275,economy,6D
02130235,60092564,48458,first class,22C
46215985,38948093,67209,economy,23B
90541139,81535724,45729,first class,21B
61357152,49113115,41649,economy,30B
91685656,10872312,34995,economy,27F
29526644,90154783,70260,bussines,27E
72583221,45976811,79283,bussines,28E
37857915,85017779,36849,economy,12B
49981318,23180283,47286,economy,5C
69573964,23328446,24525,economy,10C
13286741,43110332,96646,bussines,16D
83278207,84951441,92883,bussines,9A
50094111,18053967,40026,first class,18A
39136657,44222485,81209,economy,28B
49530708,86959369,79498,bussines,13C
18413370,52380622,21572,economy,6F
49899246,42166285,87726,economy,26A
02184680,68239475,85205,first class,7E
24561744,42142378,78900,bussines,29D
82580686,10638398,44329,bussines,9F
45992733,96506442,69732,economy,3D
53591157,24901421,31897,first class,22C
51452565,89960784,28148,economy,7F
11046522,91252373,93275,first class,26B
53239794,78652045,24591,economy,10E
85289359,65101212,90979,bussines,14B
56215902,62002842,63013,bussines,5E
34314752,65200588,83423,bussines,6A
43855410,40581400,28901,first class,22F
56240079,39736570,86384,bussines,28A
20209286,59677310,78327,first class,8D
46321988,98075966,14802,bussines,8F
80792914,49387313,35618,economy,27C
97749990,57833681,27013,first class,32D
21094736,82516566,96176,bussines,29E
32735512,99920104,35080,bussines,4C
89690381,81822980,93622,economy,6F
47135217,38065466,35665,economy,23B
03955391,17744385,77165,first class,17D
67067609,24218197,88693,bussines,4A
67729744,53798452,99565,bussines,14E
29751377,42485894,61143,bussines,11A
00717155,87163151,47978,first class,30F
58605998,33443478,73744,economy,3B
91942760,41453824,73834,economy,15E
61358913,57402035,46760,bussines,23F
69634997,83028451,63622,first class,11E
87258048,55061699,66311,bussines,11B
59603265,54120591,63094,bussines,17A
91612102,97462704,32957,economy,20E
73899152,26496975,31236,economy,31E
82257131,39299096,54692,first class,9E
41670060,26107136,80934,economy,27A
33134438,86397973,91184,bussines,12E
22448611,96872690,76245,economy,19A
94843711,68078309,57315,bussines,26D
80631586,12918173,48225,economy,12B
89306331,20466288,81520,economy,12C
71551051,64539925,23912,economy,15E
15839978,56856757,70713,economy,3A
22384561,91959037,77679,bussines,23E
05369890,10922640,50346,first class,8C
69258181,23401406,25956,first class,18C
68883316,79923858,31339,economy,14B
83900461,67721379,97224,economy,29C
08471073,37658113,94113,first class,22C
60470782,79878844,26037,first class,8C
86629761,35582067,49592,first class,17C
51342582,81448400,12374,bussines,5D
08792835,09997659,49293,bussines,18A
88544487,11610427,18127,first class,13B
43042372,99171477,30066,bussines,7E
22561955,83243840,27249,economy,24A
04890269,04704702,40970,bussines,28F
09657834,06333402,92872,first class,13C
79210742,80507931,35695,bussines,32E
99911186,16033305,71938,economy,27E
44250361,36825202,80065,economy,27E
49298416,85032563,82040,first class,22D
53426938,53995019,48209,economy,30D
22353130,85570995,11965,economy,31C
02278574,64135849,25000,first class,26D
06919674,39398680,83003,first class,28E
87149617,19567078,58267,economy,4E
75534574,58780022,77630,bussines,1D
66997185,34449639,11965,first class,12E
93373625,15816112,60993,bussines,26B
95788793,70378294,25465,economy,9A
19294078,67146617,91097,first class,9A
45761617,45997604,13055,first class,14C
45644516,40794323,36607,first class,3A
49553116,78149078,44712,economy,24F
22924599,32106975,55562,bussines,21F
02303732,90166362,52769,bussines,13A
56252223,23776749,89185,economy,31D
96633905,40810230,91198,economy,24A
51486905,04889705,38656,first class,18A
14308750,26631329,41656,first class,30B
58551384,84846490,38385,bussines,22A
99054380,10305325,68976,first class,31A
14435394,21761747,36228,bussines,33D
12078375,26759061,75494,economy,29A
56139042,40507303,51399,first class,5C
57597992,84743948,73597,first class,13F
44937517,40432684,83051,bussines,29E
75948709,32265959,77166,first class,25E
41929501,51163730,23635,economy,26D
34299576,06515545,82937,first class,4A
90235915,51130850,67693,bussines,13C
49377893,15377902,65937,economy,22F
65177066,95337547,42443,first class,16A
33190136,85468916,67346,first class,22F
35067613,87525998,58993,economy,22A
35993066,65294938,62880,economy,33C
32162786,06821329,18530,economy,5B
24076126,83081432,24591,economy,15F
44846986,20685097,36225,bussines,12B
77051780,19919080,73750,first class,9D
96138052,43133507,59157,first class,25D
60105670,18619884,75301,first class,8D
04465499,09170750,68976,economy,16B
24635958,34478513,59780,bussines,9F
59985271,35221826,92876,bussines,13B
48431012,73606698,62709,bussines,13D
20140282,89066911,95593,bussines,14A
12216461,01335024,20171,bussines,20D
30217439,64909869,78195,bussines,20C
15780181,34281978,43901,economy,26B
44864612,87390679,28143,bussines,31C
17669030,01045861,25945,economy,18B
90519220,45247525,35287,first class,9D
14730384,36042766,82040,economy,16E
46667813,41814535,92215,economy,23B
59697556,82795575,26961,economy,31F
71144445,92132086,47773,economy,5F
18269743,05481526,86636,bussines,2A
92977159,80984123,57146,economy,4D
97983278,34896690,34045,bussines,4C
31796658,27503591,49717,economy,22C
93111138,34374746,69732,bussines,31B
26178074,30451730,23521,bussines,29A
89739226,63326947,46614,first class,24A
39540110,70612108,99821,economy,18B
82140954,56754166,52441,bussines,27F
97951621,24357331,63384,bussines,14D
23322186,73884253,85421,bussines,25F
37674045,14515198,62297,economy,6D
12371903,30342953,41906,economy,26D
93302339,03445589,53617,economy,14D
75810365,56274617,73826,bussines,19B
36614477,50983191,83706,first class,2B
65412242,86689669,57088,first class,7E
03458799,37051891,25106,first class,30D
72511143,94314019,48776,economy,21D
70301697,62748066,22953,first class,4D
06036133,40215364,55696,economy,27F
17935838,66936239,56765,bussines,24C
03862925,28777756,58365,economy,10D
01070034,19345134,67528,first class,5D
01370937,75785439,27234,economy,19E
75960123,47132433,36228,bussines,15B
08774860,56628286,61518,bussines,14B
65805229,85811087,27037,first class,4C
72976881,95969706,23696,economy,10F
62870675,90717280,17137,economy,11C
09611849,48790735,92313,first class,11C
78413984,50297666,42419,bussines,15D
22865737,84063001,67346,bussines,14D
56418142,64642371,57211,economy,32F
67874762,11473962,63013,first class,15C
47659560,73491451,47605,bussines,23A
42161639,70849039,37217,economy,6E
60626255,71211438,13283,first class,29F
53212151,33363772,45072,first class,26C
46695724,12944576,69546,first class,11D
36060508,75513260,14224,economy,7D
28381712,84346532,32219,first class,24F
01086894,19874777,48112,bussines,25C
16668939,31558248,33597,bussines,28A
95133430,14941420,50139,economy,30F
44759095,86099918,75425,bussines,28B
47508086,24539642,45227,economy,13C
59829681,26177223,23971,first class,18A
52596373,50024024,95408,bussines,22E
89921888,01140751,64719,first class,21D
96113866,20333948,21624,bussines,11C
70431593,85778033,39919,first class,12D
38643764,17803171,36449,bussines,14C
66990791,25563943,41248,economy,3B
06477581,58364134,70309,economy,9C
35093617,72816719,77160,bussines,11C
15565083,25431355,97018,economy,31B
89885210,81721187,43437,first class,8B
41688906,05202814,27053,economy,7D
10102286,57000104,20223,bussines,31F
77482812,56009487,82307,first class,13E
59868036,09278065,73597,first class,30E
08633799,66113737,30977,economy,31C
10698811,02999226,33173,bussines,24E
97458178,29734564,54830,economy,7A
47374761,59035949,81250,economy,4D
35173204,05543150,15073,first class,4B
56913177,51097481,54716,first class,7B
62676988,68399344,57560,bussines,19A
53666677,53721907,69449,economy,22B
21303078,16628987,28319,economy,8D
49359686,05407656,17274,bussines,2C
98484524,90658572,25543,first class,3C
09373397,75275408,44478,bussines,21E
84264629,82388561,10130,bussines,8B
92606441,79441707,46760,economy,19F
23735714,33993478,29629,economy,4D
22738362,68692224,72133,economy,33F
03726899,73220166,29366,bussines,8E
33312384,74399869,34045,first class,17D
10565239,05651593,41776,bussines,22A
94102781,48588567,69866,bussines,13E
99009757,07272082,34627,bussines,23A
89333180,47819100,61470,economy,14E
22727343,81020773,51529,first class,19B
12986205,88897889,27609,economy,10F
65510410,20265791,76453,bussines,11C
98108518,67807637,47466,first class,10D
31697081,89109475,94764,bussines,32D
29860845,95806696,59242,economy,1B
54711580,86445156,76786,bussines,25A
27159950,10052455,27740,economy,16A
18580445,15637906,96737,first class,16D
98586040,72770799,63661,bussines,19F
38212654,69267453,28623,bussines,23C
91377509,23647466,23971,economy,31F
81358195,16270635,37294,bussines,22B
25126026,07110634,29195,economy,5C
23304516,18831722,53652,bussines,2F
70460688,80695828,22199,economy,6B
56080962,28054703,10176,bussines,25A
74155817,51793082,73267,bussines,28A
34875335,79559142,65417,first class,8E
51051161,57135368,25543,first class,25E
02162101,50813455,94460,economy,6B
41425863,25474607,90169,bussines,6F
66685860,66114749,66424,first class,19B
07836534,80844723,91322,economy,6D
53062264,33110308,35080,bussines,2C
09481699,39158476,93341,bussines,33F
67159212,28890075,43425,bussines,28A
65737591,56973846,23987,bussines,15E
63447836,12280220,13898,first class,31C
14235530,60695730,16938,economy,25F
12631840,23434361,46242,bussines,32A
81286318,52372466,68905,bussines,27B
80931537,87208898,61007,economy,19A
53243546,02677678,20207,first class,5B
34747512,16781944,73766,economy,16C
60258937,41458287,96948,bussines,7C
06958818,71256290,30544,first class,23C
60466245,33529801,44245,economy,19F
19964682,41064127,57261,bussines,2F
02469733,61093920,24574,bussines,20F
53520738,12598195,26850,bussines,9E
86527534,90253588,16476,bussines,22E
46769625,10194138,42640,first class,16C
22724545,93554801,30029,first class,31A
52742740,54970104,35192,economy,31E
54707075,32388938,25945,bussines,17F
10707186,72486935,34953,first class,14E
38127372,19674882,93006,bussines,5D
95088187,06744209,76119,first class,7F
68211689,70987770,53462,economy,20A
42986379,05128845,29273,first class,7C
60654068,01969378,80367,first class,12B
14785101,62381760,29341,first class,25E
23362798,70971114,93587,economy,7A
82914574,63331666,28816,bussines,19C
32374127,39089920,57882,economy,15D
58836972,89543819,47103,bussines,21A
92279584,77510907,85421,economy,15C
34848984,89161771,93279,economy,11E
30574869,42445962,93529,first class,27C
67269949,26781862,36537,bussines,6F
22734091,47585025,55508,economy,21D
30618896,50426043,43939,economy,29D
91847828,67180051,94353,bussines,19B
16270626,57737835,33277,bussines,4A
46175678,46486439,31826,bussines,12D
62431912,71374119,63926,economy,12A
02446358,36361088,94945,economy,14B
50518406,54820101,83276,bussines,8C
45001252,26256943,24219,first class,28B
59851004,23078962,71821,bussines,11F
83049809,44661220,91821,first class,32D
32916382,14857151,30868,economy,21A
44863925,38567307,47994,first class,1B
59354002,60335212,38200,bussines,5A
10258172,70155186,49636,bussines,19F
17559012,10611032,73303,first class,23D
17372288,15819853,14597,economy,4A
13644118,17536043,81351,economy,10D
87312002,99883310,85499,first class,14E
31331629,43216331,11626,bussines,14D
44808516,87010009,81854,first class,8A
86858922,97736549,27123,economy,33E
35758006,37896063,39263,bussines,23A
97399746,19118923,63138,economy,12D
65725142,62500176,91764,economy,20C
12803296,98420956,80358,economy,3C
12589105,20881308,52459,bussines,24E
99703052,01243007,93099,bussines,5F
91064677,18229107,48211,first class,32A
27525583,38740545,61456,bussines,23E
81977940,07673890,51048,first class,5A
86578671,05794851,44612,first class,22F
68843982,20393164,37969,economy,21F
92150679,60207479,34953,economy,28B
53552511,45842617,37857,bussines,25E
74922150,51230870,68853,first class,22D
43222486,21299184,14852,first class,25A
